repo_name,language,stars,forks,created_at,description
antvis/mcp-server-chart,TypeScript,3374,323,2025-04-25T09:10:06Z,🤖 A visualization mcp contains 25+ visual charts using @antvis. Using for chart generation and data 
ZHO-ZHO-ZHO/ZHO-nano-banana-Creation,Sin especificar,3371,328,2025-08-28T13:09:00Z,我的 nano-banana 创意玩法大合集！  持续更新中！
yandex/perforator,C++,3369,151,2025-01-29T14:20:43Z,Perforator is a cluster-wide continuous profiling tool designed for large data centers
microsoft/fara,Python,3367,300,2025-10-29T16:23:22Z,Fara-7B: An Efficient Agentic Model for Computer Use
dagger/container-use,Go,3366,174,2025-05-23T23:18:43Z,Development environments for coding agents. Enable multiple agents to work safely and independently 
midudev/jscamp,JavaScript,3365,348,2025-09-28T13:28:51Z,Contenido y ejercicios del JSCamp InfoJobs
NovaSky-AI/SkyThought,Python,3362,343,2025-01-09T21:37:37Z,Sky-T1: Train your own O1 preview model within $450
crmne/ruby_llm,Ruby,3347,342,2025-01-30T08:58:19Z,"One beautiful Ruby API for OpenAI, Anthropic, Gemini, Bedrock, OpenRouter, DeepSeek, Ollama, VertexA"
bgreenwell/doxx,Makefile,3347,79,2025-08-16T18:48:24Z,"Expose the contents of .docx files without leaving your terminal. Fast, safe, and smart — no Office "
rcourtman/Pulse,Go,3341,130,2025-02-14T15:36:13Z,"Real-time monitoring for Proxmox, Docker, and Kubernetes with AI-powered insights, smart alerts, and"
BehiSecc/awesome-claude-skills,Sin especificar,3341,242,2025-10-17T15:05:35Z,A curated list of Claude Skills.
ruc-datalab/DeepAnalyze,Python,3337,488,2025-10-11T11:19:21Z,DeepAnalyze is the first agentic LLM for autonomous data science. 🎈你的AI数据分析师，自动分析大量数据，一键生成专业分析报告！
OneRedOak/claude-code-workflows,Sin especificar,3337,497,2025-08-12T03:34:53Z,"The best workflows and configurations I've developed, having heavily used Claude Code since the day "
panphora/overtype,JavaScript,3334,79,2025-08-15T02:17:49Z,The markdown editor that's just a textarea https://overtype.dev
pathwaycom/bdh,Python,3331,182,2025-09-30T12:05:01Z,Baby Dragon Hatchling (BDH) – Architecture and Code
yonggekkk/argosbx,Shell,3313,1686,2025-04-22T01:46:41Z,小白自建代理神器！ArgoSBX一键无交互小钢炮脚本💣：Sing-box、Xray、Argo三内核自动搭配；支持VPS、Docker、容器多环境部署；套CDN的5大方案+套WARP的15种组合；已支持
Deepractice/PromptX,JavaScript,3312,278,2025-05-13T04:17:28Z,PromptX · 领先的AI 智能体上下文平台 ｜ PromptX · Leading AI Agent Context Platform
hunvreus/basecoat,JavaScript,3297,97,2025-01-16T03:44:02Z,A components library built with Tailwind CSS that works with any web stack.
eden-emulator/Releases,Sin especificar,3296,85,2025-05-11T22:00:30Z,Eden's Releases
EnzeD/vibe-coding,Sin especificar,3292,888,2025-03-12T21:05:20Z,
inclusionAI/AReaL,Python,3289,261,2025-02-24T07:23:43Z,Lightning-Fast RL for LLM Reasoning and Agents. Made Simple & Flexible.
code-yeongyu/oh-my-opencode,TypeScript,3282,237,2025-12-03T01:40:05Z,#1 OpenCode Plugin- Battery included. ASYNC SUBAGENTS (YES LIKE CLAUDE CODE) · Curated agents with p
MiniMax-AI/MiniMax-01,Python,3273,314,2025-01-14T15:43:28Z,"The official repo of MiniMax-Text-01 and MiniMax-VL-01, large-language-model & vision-language-model"
ArcInstitute/evo2,Jupyter Notebook,3263,379,2025-02-13T23:19:47Z,Genome modeling and design across all domains of life
HdShare/WAuxiliary_Public,Kotlin,3262,314,2025-02-17T01:20:18Z,WeChat Auxiliary Public
scanopy/scanopy,Rust,3248,140,2025-09-29T18:37:20Z,"Clean network diagrams. One-time setup, zero upkeep."
Pimzino/claude-code-spec-workflow,TypeScript,3243,235,2025-07-18T16:32:32Z,Automated workflows for Claude Code. Features spec-driven development for new features (Requirements
iOfficeAI/AionUi,TypeScript,3232,259,2025-08-07T10:29:51Z,"Free, local, open-source GUI app for Gemini CLI, Claude Code, Codex, Qwen Code, Goose Cli, Auggie, a"
growchief/growchief,TypeScript,3229,226,2025-08-21T08:06:06Z,The Ultimate all-in social media automation (outreach) tool 🤖
langchain-ai/langchain-mcp-adapters,Python,3227,344,2025-02-07T23:08:03Z,LangChain 🔌 MCP
komari-monitor/komari,Go,3227,296,2025-04-19T16:34:16Z,A simple server monitor tool.
liaokongVFX/MCP-Chinese-Getting-Started-Guide,Sin especificar,3218,196,2025-03-01T15:47:55Z,Model Context Protocol(MCP) 编程极速入门
straight-tamago/misaka26,Sin especificar,3209,135,2025-11-16T14:48:46Z,"iOS /iPadOS 16.0 - 26.1, An ultimate customization tool, uilitizing the bug that makes TrollRestore "
allinssl/allinssl,TypeScript,3209,336,2025-04-14T07:15:34Z,AllinSSL 是一个集证书申请、管理、部署和监控于一体的SSL证书全生命周期管理工具。AllinSSL is an all-in-one SSL certificate lifecycle man
apurvsinghgautam/robin,Python,3199,615,2025-04-08T14:20:34Z,AI-Powered Dark Web OSINT Tool
metorial/metorial,TypeScript,3192,351,2025-04-14T08:41:58Z,Connect any AI model to 600+ integrations; powered by MCP 📡 🚀
MemMachine/MemMachine,Python,3192,116,2025-08-15T16:40:53Z,"Universal memory layer for AI Agents. It provides scalable, extensible, and interoperable memory sto"
kanshurichard/enableAppleAI,Shell,3189,150,2025-05-04T05:49:21Z,"Enable Apple Intelligence on Macs sold in Mainland China with SIP enabled, tested on MacOS 15.4.1+ a"
EveryInc/compound-engineering-plugin,Python,3182,268,2025-10-09T19:43:46Z,Official Claude Code compound engineering plugin
QwenLM/Qwen3-Omni,Jupyter Notebook,3174,195,2025-09-21T09:46:10Z,"Qwen3-omni is a natively end-to-end, omni-modal LLM developed by the Qwen team at Alibaba Cloud, cap"
cameroncooke/XcodeBuildMCP,TypeScript,3172,145,2025-03-09T17:31:18Z,A Model Context Protocol (MCP) server that provides Xcode-related tools for integration with AI assi
mengxi-ream/read-frog,TypeScript,3163,187,2025-04-16T23:32:59Z,🐸 Read Frog - Open Source Immersive Translate | 🐸 陪读蛙 - 开源沉浸式翻译
knownsec/aipyapp,HTML,3163,293,2025-04-06T07:04:34Z,AI-Powered Python & Python-Powered AI (Python-Use)
KeygraphHQ/shannon,JavaScript,3159,436,2025-09-27T01:51:47Z,Fully autonomous AI hacker to find actual exploits in your web apps. Shannon has achieved a 96.15% s
ml-explore/mlx-lm,Python,3149,335,2025-03-11T16:38:30Z,Run LLMs with MLX
OpenBMB/VoxCPM,Python,3141,347,2025-09-16T03:41:49Z,VoxCPM: Tokenizer-Free TTS for Context-Aware Speech Generation and True-to-Life Voice Cloning
stepfun-ai/Step-Video-T2V,Python,3140,328,2025-02-08T08:46:51Z,
kreuzberg-dev/kreuzberg,HTML,3139,134,2025-01-31T21:50:02Z,"A polyglot document intelligence framework with a Rust core. Extract text, metadata, and structured "
hxu296/tariff,Python,3134,42,2025-04-10T19:10:35Z,The official repository for tariff
SkyworkAI/Skywork-R1V,Python,3132,274,2025-03-15T08:11:44Z,"Skywork-R1V is an advanced multimodal AI model series developed by Skywork AI, specializing in visio"
MattParkerDev/SharpIDE,C#,3127,82,2025-11-08T13:01:42Z,"A modern, cross platform IDE for .NET, built with .NET & Godot"
sanjeed5/awesome-cursor-rules-mdc,Python,3121,361,2025-02-17T11:23:04Z,Curated list of awesome Cursor Rules .mdc files
imskyleen/animate-ui,TypeScript,3118,143,2025-03-26T08:09:58Z,"Fully animated, open-source component distribution built with React, TypeScript, Tailwind CSS, Motio"
es3n1n/defendnot,C++,3117,275,2025-05-07T08:00:20Z,An even funnier way to disable windows defender. (through WSC api)
YILING0013/AI_NovelGenerator,Python,3112,589,2025-01-29T12:33:29Z,使用ai生成多章节的长篇小说，自动衔接上下文、伏笔
NevaMind-AI/memU,Python,3111,195,2025-07-29T01:54:40Z,Memory infrastructure for LLMs and AI agents
hanshuaikang/AI-Media2Doc,Vue,3067,410,2025-04-12T07:19:25Z,一键将音视频转化为小红书/公众号/知识笔记/思维导图/视频字幕等各种风格的文档。
Intelligent-Internet/ii-agent,Python,3062,471,2025-04-07T17:45:48Z,II-Agent: a new open-source framework to build and deploy intelligent agents
huangjunsen0406/py-xiaozhi,Python,3058,630,2025-02-15T18:40:27Z,A Python-based Xiaozhi AI for users who want the full Xiaozhi experience without owning specialized 
papra-hq/papra,TypeScript,3057,155,2025-01-01T15:55:20Z,The minimalistic document archiving platform.
TermoraDev/termora,Kotlin,3048,165,2025-01-02T02:41:09Z,"Termora is a terminal emulator and SSH client for Windows, macOS and Linux."
2025Emma/vibe-coding-cn,Python,3048,334,2025-12-17T00:10:23Z,
ihmily/StreamCap,Python,3044,262,2025-03-13T15:03:06Z,Multi-Platform Live Stream Automatic Recording Tool | 多平台直播流自动录制客户端 · 基于FFmpeg · 支持监控/定时/转码
documentdb/documentdb,C,3041,187,2025-01-22T19:59:22Z,MongoDB-compatible database engine for cloud-native and open-source workloads. Built for scalability
zhangchenchen/self-consistent-coder,Shell,3039,141,2025-01-09T06:49:53Z,如何成为一名自洽的程序员
subhashchy/The-Accidental-CTO,TypeScript,3038,228,2025-09-26T09:07:20Z,"How I Scaled from Zero to a Million Store on Dukaan,  Without a CS Degree.  .. A System Design Handb"
THUDM/slime,Python,3037,371,2025-06-18T07:15:54Z,slime is an LLM post-training framework for RL Scaling.
haris-musa/excel-mcp-server,Python,3028,343,2025-02-12T06:39:48Z,A Model Context Protocol server for Excel file manipulation
MiniMax-AI/MiniMax-M1,Python,3021,265,2025-06-14T08:54:06Z,"MiniMax-M1, the world's first open-weight, large-scale hybrid-attention reasoning model."
kepano/defuddle,TypeScript,3019,101,2025-02-27T15:20:42Z,Extract the main content from web pages.
IBM/mcp-context-forge,Python,3016,450,2025-05-08T08:16:59Z,"A Model Context Protocol (MCP) Gateway & Registry. Serves as a central management point for tools, r"
tekaratzas/RustGPT,Rust,3016,254,2025-09-13T22:05:55Z,An transformer based LLM. Written completely in Rust
buildermethods/agent-os,Shell,3012,544,2025-07-16T21:28:59Z,Agent OS is a system for better planning and executing software development tasks with your AI agent
SkyworkAI/DeepResearchAgent,JavaScript,3011,403,2025-05-20T03:02:15Z,DeepResearchAgent is a hierarchical multi-agent system designed not only for deep research tasks but
Paper2Poster/Paper2Poster,Python,3008,205,2025-05-16T08:32:50Z,[NeurIPS 2025 D&B] Open-source Multi-agent Poster Generation from Papers
guandeh17/Self-Forcing,Python,3007,221,2025-06-09T05:33:40Z,"Official codebase for ""Self Forcing: Bridging Training and Inference in Autoregressive Video Diffusi"
modelcontextprotocol/java-sdk,Java,3005,766,2025-01-20T17:52:58Z,The official Java SDK for Model Context Protocol servers and clients. Maintained in collaboration wi
deta/surf,TypeScript,3002,215,2025-10-20T15:09:57Z,"Personal AI Notebooks. Organize files & webpages and generate notes from them. Open source, local & "
mg-chao/snow-shot,TypeScript,2998,169,2025-02-26T07:04:51Z,超好用的截图工具
laravel/boost,PHP,2987,218,2025-07-15T13:57:25Z,Laravel-focused MCP server for augmenting your AI powered local development experience.
AvengeMedia/DankMaterialShell,QML,2982,197,2025-07-10T15:18:23Z,"Desktop shell for wayland compositors built with Quickshell & GO, optimized for niri, hyprland, sway"
octelium/octelium,Go,2980,101,2025-05-18T16:56:34Z,A next-gen FOSS self-hosted unified zero trust secure access platform that can operate as a remote a
embabel/embabel-agent,Kotlin,2970,269,2025-04-10T03:06:07Z,Agent framework for the JVM. Pronounced Em-BAY-bel /ɛmˈbeɪbəl/
icip-cas/PPTAgent,Python,2962,355,2025-01-04T00:54:29Z,An Autonomous Agentic Framework for Reflective PowerPoint Generation
cloudflare/agents,TypeScript,2960,321,2025-01-29T23:14:04Z,Build and deploy AI Agents on Cloudflare 
ashishps1/learn-ai-engineering,Sin especificar,2957,756,2025-04-11T09:20:56Z,Learn AI and LLMs from scratch using free resources
HumanAIGC-Engineering/OpenAvatarChat,Python,2954,478,2025-02-20T08:28:57Z,
lintsinghua/DeepAudit,Python,2941,303,2025-09-19T15:53:48Z,DeepAudit：人人拥有的 AI 黑客战队，让漏洞挖掘触手可及。国内首个开源的代码漏洞挖掘多智能体系统。小白一键部署运行，自主协作审计 + 自动化沙箱 PoC 验证。支持 Ollama 私有部署 
nerding-io/n8n-nodes-mcp,TypeScript,2933,514,2025-02-14T11:22:21Z,n8n custom node for MCP
getarcaneapp/arcane,Go,2929,81,2025-04-19T00:43:29Z,"Modern Docker Management, Designed for Everyone"
knowledgefxg/learning-english,Sin especificar,2927,284,2025-02-22T19:02:40Z,精选优质英语学习资源合集，专注于听说读写等核心技能的提升。包含语法、词汇和媒体资源，助您更好地学习英语。
supermemoryai/apple-mcp,TypeScript,2920,235,2025-02-19T23:50:49Z,Collection of apple-native tools for the model context protocol.
TWO-ICE/Awesome-NAS-Docker,Sin especificar,2919,459,2025-03-19T03:52:16Z,一个专注于 NAS 和 Docker 部署的开源项目合集，覆盖 AI、开发、数据管理、多媒体、运维等场景，提供一键式部署指南和实用教程，让 NAS 变身全能生产力工具！
ln-dev7/square-ui,TypeScript,2914,324,2025-03-25T10:09:25Z,Collection of beautifully crafted open-source layouts UI built with shadcn/ui.
Saiyan-World/goku,Python,2909,313,2025-02-10T00:39:13Z,[CVPR2025 Highlight] Video Generation Foundation Models: https://saiyan-world.github.io/goku/
KouriChat/KouriChat,Python,2907,396,2025-02-03T12:26:07Z,【禁止接入微信、QQ等腾讯系软件】可以接入第三方平台。基于LLM的更逼真的情感陪伴程序。More realistic emotional companionship program based LLM
KernelSU-Next/KernelSU-Next,Kotlin,2901,752,2025-01-11T08:30:02Z,An advanced Kernel based root solution for Android
deepseek-ai/DualPipe,Python,2893,311,2025-02-26T13:29:57Z,A bidirectional pipeline parallelism algorithm for computation-communication overlap in DeepSeek V3/
vanzan01/cursor-memory-bank,Sin especificar,2887,438,2025-03-22T02:18:46Z,"A modular, documentation-driven framework using Cursor custom modes (VAN, PLAN, CREATIVE, IMPLEMENT)"
facebook/openzl,C,2858,122,2025-09-30T18:30:07Z,A novel data compression framework
Soul-AILab/SoulX-Podcast,Python,2849,355,2025-09-22T03:32:35Z,SoulX-Podcast is an inference codebase by the Soul AI team for generating high-fidelity podcasts fro
Tencent-TDS/KuiklyUI,Kotlin,2824,194,2025-04-24T03:50:37Z,"Provide a high-performance, full-platform development framework with unified codebase, ultimate ease"
liu-ziting/what-to-eat,Vue,2823,432,2025-08-11T08:46:35Z,一饭封神：一个基于 AI 的智能菜谱生成平台，支持中华八大菜系 + 国际料理，提供营养分析、酒水推荐、菜谱效果图生成等全方位烹饪指导。
zebbern/claude-code-guide,Sin especificar,2819,247,2025-06-21T20:43:25Z,Full guide on claude tips and tricks and how you can optimise your claude code the best & strive to 
Adembc/lazyssh,Go,2816,86,2025-08-13T09:33:09Z,A terminal-based SSH manager inspired by lazydocker and k9s - Written in go
pewdiepie-archdaemon/dionysus,Shell,2796,106,2025-08-27T22:09:28Z,laptop 
mobile-next/mobile-mcp,TypeScript,2794,252,2025-03-28T16:21:06Z,"Model Context Protocol Server for Mobile Automation and Scraping (iOS, Android, Emulators, Simulator"
EdoStra/Marketing-for-Founders,Sin especificar,2791,326,2025-05-19T13:29:04Z,Practical marketing resources to get the first 10/100/1000 users for your SaaS/App/Startup
wojciech-kulik/FlashSpace,Swift,2783,50,2025-01-19T21:25:42Z,FlashSpace is a blazingly fast virtual workspace manager for macOS ⚡
AAswordman/Operit,Kotlin,2782,214,2025-03-15T04:24:12Z,The most powerful AI agent and AI chat software on Android/Operit是一款Android上目前能力最为强大的AI Agent
freeman-jiang/beatsync,TypeScript,2781,235,2025-03-04T17:52:52Z,🔊 High-precision web player for multi-device audio playback and spatial audio.
wquguru/nof0,Go,2775,439,2025-10-22T16:30:45Z,NOF0 - 开源的 AI 交易竞技场
maxdorninger/MediaManager,Python,2774,54,2025-02-08T17:30:18Z,A modern selfhosted media management system for your media library
dinoki-ai/osaurus,Swift,2773,110,2025-08-17T15:05:39Z,The missing macOS LLM server. Run local or cloud models with OpenAI & Anthropic compatible APIs. MCP
ErlichLiu/DeepClaude,Python,2772,502,2025-02-01T11:04:17Z,Unleash Next-Level AI! 🚀  💻 Code Generation: DeepSeek r1 + Claude 3.7 Sonnet - Unparalleled Performa
Meirtz/Awesome-Context-Engineering,Sin especificar,2770,182,2025-07-02T17:46:03Z, 🔥 Comprehensive survey on Context Engineering: from prompt engineering to production-grade AI syste
666OS/ClashMac,Sin especificar,2767,103,2025-11-28T04:41:02Z,基于 Clash (mihomo) 内核的轻量级 macOS 菜单栏客户端。Lightweight macOS Clash (mihomo) menu bar client.
anthropics/claude-code-security-review,Python,2761,205,2025-08-04T16:07:27Z,An AI-powered security review GitHub Action using Claude to analyze code changes for security vulner
modelcontextprotocol/rust-sdk,Rust,2755,430,2025-02-18T10:55:26Z,The official Rust SDK for the Model Context Protocol
MeiGen-AI/MultiTalk,Python,2748,464,2025-05-28T13:21:40Z,[NeurIPS 2025] Let Them Talk: Audio-Driven Multi-Person Conversational Video Generation
mshumer/OpenDeepResearcher,Jupyter Notebook,2745,365,2025-02-03T23:08:25Z,
CaviraOSS/OpenMemory,TypeScript,2736,310,2025-10-19T16:12:49Z,"Local persistent memory store for LLM applications including claude desktop, github copilot, codex, "
oxylabs/google-ai-mode-scraper,Java,2736,24,2025-09-08T13:17:40Z,Scrape Google AI Mode responses without blocks on a large scale.
rikkahub/rikkahub,Kotlin,2735,162,2025-03-11T14:46:55Z,RikkaHub is an Android APP that supports for multiple LLM providers.
xiao-zaiyi/illa-helper,TypeScript,2735,134,2025-06-15T09:08:41Z,浸入式学语言助手 (Immersive Language Learning Assistant)
microsoft/amplifier,Sin especificar,2729,218,2025-09-09T22:21:51Z,
rmurai0610/MASt3R-SLAM,Python,2721,309,2025-02-24T16:18:37Z,[CVPR 2025] MASt3R-SLAM: Real-Time Dense SLAM with 3D Reconstruction Priors
rag-web-ui/rag-web-ui,TypeScript,2716,281,2025-01-14T01:48:30Z,RAG Web UI is an intelligent dialogue system based on RAG (Retrieval-Augmented Generation) technolog
sunsmarterjie/yolov12,Python,2714,390,2025-02-06T20:05:57Z,[NeurIPS 2025] YOLOv12: Attention-Centric Real-Time Object Detectors
karpathy/reader3,Python,2708,348,2025-11-18T02:37:00Z,Quick illustration of how one can easily read books together with LLMs. It's great and I highly reco
katelya77/KatelyaTV,TypeScript,2706,3473,2025-08-27T06:04:23Z,一个基于MoonTV(LunaTV)二次开发的项目。新项目：https://github.com/Decohererk/DecoTV
mswnlz/edu-knowlege,JavaScript,2701,473,2025-05-13T06:22:39Z,教育各种资料，从幼儿园到小学、中学，涵盖学而思，万维、猿辅导等多个机构，持续增加中
1rgs/claude-code-proxy,Python,2699,369,2025-03-19T00:35:26Z,Run Claude Code on OpenAI models
Nutlope/self.so,TypeScript,2697,268,2025-04-02T16:48:08Z,LinkedIn -> personal site generator
megh-bari/pattern-craft,TypeScript,2696,209,2025-06-06T06:35:59Z,Professional-grade background patterns and gradients for your websites and apps. Easily copy and pas
embedpdf/embed-pdf-viewer,TypeScript,2692,153,2025-01-18T17:36:05Z,A PDF viewer that seamlessly integrates with any JavaScript project
plexguide/Huntarr.io,Python,2690,50,2025-03-30T13:33:06Z,A specialized utility that automates discovering missing and upgrading your media collection!
Kotlin/kotlin-lsp,Kotlin,2687,62,2025-04-28T12:03:49Z,Kotlin Language Server and plugin for Visual Studio Code
levywang/avhub,JavaScript,2678,289,2025-03-07T09:07:11Z,R18 Resource Search & Management Tool
Hunyuan-PromptEnhancer/PromptEnhancer,Python,2678,228,2025-09-09T08:56:47Z,"PromptEnhancer is a prompt-rewriting tool, refining prompts into clearer, structured versions for be"
google-labs-code/jules-awesome-list,Sin especificar,2677,470,2025-05-17T22:49:18Z,Some awesome prompts for Jules Agent
kyutai-labs/delayed-streams-modeling,Python,2676,272,2025-06-16T19:36:53Z,Kyutai's Speech-To-Text and Text-To-Speech models based on the Delayed Streams Modeling framework.
OpenAISpace/ai-trend-publish,TypeScript,2670,376,2025-01-13T12:32:39Z,TrendPublish: 全自动 AI 内容生成与发布系统 | 微信公众号自动化 | 多源数据抓取 (Twitter/X、网站) | DeepseekAI、千问、讯飞模型 | 智能内容分析排序 | 
bytedance/InfiniteYou,Python,2652,286,2025-02-14T03:55:31Z,🔥 [ICCV 2025 Highlight] InfiniteYou: Flexible Photo Recrafting While Preserving Your Identity
itgoyo/TelegramGroup,Sin especificar,2650,163,2025-03-01T10:51:19Z,2025最新悄咪咪收集的10000+个Telegram群合集，附全网最有趣好用的机器人BOT🤖【tg10000.com】
eigent-ai/eigent,TypeScript,2649,381,2025-07-29T15:56:02Z,Eigent: The World's First Multi-agent Workforce to Unlock Your Exceptional Productivity.
xiaobaigroup/ClashBox,Sin especificar,2644,171,2025-02-22T05:38:11Z,HarmonyOS NEXT的代理软件
bahdotsh/wrkflw,Rust,2641,37,2025-03-29T07:25:48Z,Validate and Run GitHub Actions locally.
YILS-LIN/short-video-factory,TypeScript,2637,371,2025-07-09T05:55:44Z,一键生成产品营销与泛内容短视频，AI批量自动剪辑，高颜值跨平台桌面端工具 One click generation of product marketing and general content s
stravu/crystal,TypeScript,2636,166,2025-06-05T23:54:39Z,"Run multiple Codex and Claude Code AI sessions in parallel git worktrees. Test, compare approaches &"
nunchaku-tech/ComfyUI-nunchaku,Python,2632,127,2025-03-12T03:10:57Z,ComfyUI Plugin of Nunchaku
thu-ml/TurboDiffusion,Python,2630,154,2025-12-06T00:25:35Z,TurboDiffusion: 100–200× Acceleration for Video Diffusion Models
su-kaka/gcli2api,Python,2626,932,2025-08-14T11:54:36Z,将 GeminiCLI 和 antigravity 转换为 OpenAI 和 GEMINI API 接口
thinking-machines-lab/tinker-cookbook,Python,2623,265,2025-07-14T22:10:00Z,Post-training with Tinker
google/mcp,Sin especificar,2619,264,2025-12-05T19:09:55Z,Google 💚 MCP
antfu/node-modules-inspector,Vue,2616,69,2025-01-16T07:40:07Z,Interactive UI for local node modules inspection
sahibzada-allahyar/YC-Killer,TypeScript,2612,108,2025-02-22T19:00:23Z,A library of enterprise-grade AI agents designed to democratize artificial intelligence and provide 
Tencent-Hunyuan/HunyuanImage-3.0,Python,2612,124,2025-09-27T07:18:47Z,HunyuanImage-3.0: A Powerful Native Multimodal Model for Image Generation
SkyworkAI/SkyReels-V1,Python,2611,296,2025-02-12T11:15:46Z,SkyReels V1: The first and most advanced open-source human-centric video foundation model
cyfyifanchen/one-person-company,Sin especificar,2606,230,2025-03-24T03:26:46Z,遇事不决，Vibe 力学! One-Person Company AI Tools Series – continuously updated to help boost productivity a
google-agentic-commerce/AP2,Python,2606,355,2025-05-30T19:37:20Z,Building a Secure and Interoperable Future for AI-Driven Payments.
vllm-project/semantic-router,Go,2599,368,2025-08-26T21:49:50Z,System Level Intelligent Router for Mixture-of-Models
brennercruvinel/CCPlugins,Python,2598,159,2025-07-25T03:20:54Z,"Best Claude Code framework that actually save time. Built by a dev tired of typing ""please act like "
Tencent-Hunyuan/Hunyuan3D-2.1,Python,2597,356,2025-06-13T15:45:50Z,From Images to High-Fidelity 3D Assets with Production-Ready PBR Material
facebookresearch/sam-audio,Python,2596,201,2025-09-04T16:46:34Z,The repository provides code for running inference with the Meta Segment Anything Audio Model (SAM-A
facebookresearch/vjepa2,Python,2593,262,2025-04-25T23:15:31Z,PyTorch code and models for VJEPA2 self-supervised learning from video.
facebookresearch/map-anything,Python,2590,163,2025-09-04T14:37:36Z,MapAnything: Universal Feed-Forward Metric 3D Reconstruction
runjuu/InputSourcePro,Swift,2583,93,2025-04-25T00:09:07Z,Switch and track your input sources with ease ✨
PandaAI-Tech/panda_factor,Python,2583,310,2025-04-17T09:43:55Z,
murtaza-nasir/speakr,HTML,2579,205,2025-05-05T07:22:51Z,"Speakr is a personal, self-hosted web application designed for transcribing audio recordings"
productdevbook/port-killer,Swift,2578,77,2025-12-16T01:44:50Z,Native macOS app for finding and killing processes on open ports. Perfect for developers.
amantus-ai/vibetunnel,TypeScript,2577,166,2025-06-15T17:56:11Z,Turn any browser into your terminal & command your agents on the go.
AIDotNet/OpenDeepWiki,C#,2576,327,2025-04-27T11:40:00Z,"OpenDeepWiki is the open-source version of the DeepWiki project, aiming to provide a powerful knowle"
Tencent-Hunyuan/HunyuanWorld-1.0,Python,2576,226,2025-07-18T19:58:43Z,"Generating Immersive, Explorable, and Interactive 3D Worlds from Words or Pixels with Hunyuan3D Worl"
shinyflvre/Mate-Engine,ShaderLab,2566,186,2025-03-20T03:41:52Z,"A free Desktop Mate alternative with a lightweight interface and custom VRM support, though with mor"
datawhalechina/all-in-rag,Python,2561,1183,2025-06-05T08:12:35Z,🔍大模型应用开发实战一：RAG 技术全栈指南，在线阅读地址：https://datawhalechina.github.io/all-in-rag/
Jpisnice/shadcn-ui-mcp-server,TypeScript,2559,282,2025-04-07T13:10:12Z,"A mcp server to allow LLMS gain context about shadcn ui component structure,usage and installation,c"
omnara-ai/omnara,TypeScript,2559,184,2025-07-09T01:30:55Z,Omnara (YC S25) - Talk to Your AI Agents from Anywhere!
HKUDS/Paper2Slides,Python,2552,346,2025-12-07T06:15:43Z,"""Paper2Slides: From Paper to Presentation in One Click"""
restyler/awesome-n8n,Sin especificar,2545,321,2025-02-04T10:30:55Z,Useful n8n resources: list of community nodes and tutorials
giacomo-b/rust-stakeholder,Rust,2538,51,2025-03-15T10:36:48Z,Generate impressive-looking terminal output to look busy when stakeholders walk by
alibaba/ROLL,Python,2532,188,2025-05-28T11:27:18Z,An Efficient and User-Friendly Scaling Library for Reinforcement Learning with Large Language Models
leigest519/ScreenCoder,Python,2523,241,2025-07-28T10:10:58Z,"ScreenCoder — Turn any UI screenshot into clean, editable HTML/CSS with full control. Fast, accurate"
liujuntao123/smart-excalidraw-next,JavaScript,2520,296,2025-10-30T02:12:40Z,"A smart, powerful, and beautiful excalidraw drawing tool.Draw Professional Charts with Natural Langu"
facebookresearch/omnilingual-asr,Python,2519,214,2025-11-06T22:38:00Z,Omnilingual ASR Open-Source Multilingual SpeechRecognition for 1600+ Languages
aigc3d/LHM,Python,2514,198,2025-03-13T18:48:56Z,[ICCV2025] LHM: Large Animatable Human Reconstruction Model from a Single Image in Seconds
sgl-project/mini-sglang,Python,2510,235,2025-09-01T22:31:45Z,"A compact implementation of SGLang, designed to demystify the complexities of modern LLM serving sys"
safety-research/circuit-tracer,Python,2506,278,2025-05-28T19:14:08Z,
any4ai/AnyCrawl,TypeScript,2500,257,2025-03-31T04:28:11Z,AnyCrawl 🚀: A Node.js/TypeScript crawler that turns websites into LLM-ready data and extracts struct
HuaYaoAI/FinGenius,Python,2495,725,2025-05-20T09:11:19Z,
sirmalloc/ccstatusline,TypeScript,2494,99,2025-08-08T11:19:28Z,"🚀 Beautiful highly customizable statusline for Claude Code CLI with powerline support, themes, and m"
arpanghosh8453/garmin-grafana,Python,2493,148,2025-04-14T11:59:09Z,"A Dockerized python Script to fetch Garmin health data and populate that in a InfluxDB Database, for"
Dark-Xploit/CypherX,Dockerfile,2492,6584,2025-01-09T21:18:19Z,𝙏𝙃𝙀 𝙊𝙁𝙁𝙄𝘾𝙄𝘼𝙇 𝘾𝙔𝙋𝙃𝙀𝙍 𝙓 𝙍𝙀𝙋𝙊𝙎𝙄𝙏𝙊𝙍𝙔.
HiDream-ai/HiDream-I1,Python,2487,240,2025-04-06T07:18:20Z,
MashiroSaber03/Saber-Translator,Python,2486,71,2025-02-20T08:53:17Z,✨ 一款小白也能轻松使用的漫画翻译工具，旨在帮助漫画爱好者轻松跨越语言障碍，畅享原汁原味的日文漫画。  利用先进的 AI 技术，智能检测漫画中的对话气泡，精准识别日文文本，并快速翻译成流畅自然的中文。
borndotcom/react-native-godot,C++,2482,106,2025-11-01T10:54:51Z,React Native Godot - Embed Godot Engine in React Native apps
