total_repos_analizados,repos_ai_detectados,porcentaje_ai,mes_pico_ai,repos_mes_pico_ai,top_keywords_ai,top_repos_ai
1000,530,53.0,2025-04,68,ai:558 | claude:178 | llm:69 | rag:42 | prompt:40,openclaw/openclaw | x1xhlol/system-prompts-and-models-of-ai-tools | google-gemini/gemini-cli | anthropics/skills | anthropics/claude-code
